,Sn,Bi,In,Ti,Y
0,1.0,0.0,0.0,0.0,22.81806617979705
1,0.9883720930232549,0.0,0.0,0.16666666666666666,23.066520436211714
2,0.9767441860465116,0.0,0.0,0.33333333333333326,23.041845433799907
3,0.9651162790697665,0.0,0.0,0.5,22.746616144980255
4,0.9534883720930232,0.0,0.0,0.6666666666666666,22.22470777588376
5,0.9418604651162799,0.0,0.0,0.8333333333333333,21.55060736990175
6,0.9302325581395348,0.0,0.0,1.0,20.812011737562578
7,0.9883720930232549,0.025000000000000022,0.0,0.0,22.81024770714282
8,0.9767441860465116,0.025000000000000022,0.0,0.16666666666666666,23.052931395357202
9,0.9651162790697665,0.025000000000000022,0.0,0.33333333333333326,23.021910872873832
10,0.9534883720930232,0.025000000000000022,0.0,0.5,22.72058794648192
11,0.9418604651162799,0.025000000000000022,0.0,0.6666666666666666,22.193725357418828
12,0.9302325581395348,0.025000000000000022,0.0,0.8333333333333333,21.51654599461419
13,0.9186046511627914,0.025000000000000022,0.0,1.0,20.777152797036482
14,0.9767441860465116,0.04999999999999999,0.0,0.0,22.789837738322518
15,0.9651162790697665,0.04999999999999999,0.0,0.16666666666666666,23.025883643962057
16,0.9534883720930232,0.04999999999999999,0.0,0.33333333333333326,22.988272838646648
17,0.9418604651162799,0.04999999999999999,0.0,0.5,22.681265748327675
18,0.9302325581395348,0.04999999999999999,0.0,0.6666666666666666,22.15045194058339
19,0.9186046511627914,0.04999999999999999,0.0,0.8333333333333333,21.47165167573101
20,0.9069767441860463,0.04999999999999999,0.0,1.0,20.733189108141016
21,0.9651162790697665,0.07500000000000007,0.0,0.0,22.756567413693226
22,0.9534883720930232,0.07500000000000007,0.0,0.16666666666666666,22.98510904694247
23,0.9418604651162799,0.07500000000000007,0.0,0.33333333333333326,22.940679454550306
24,0.9302325581395348,0.07500000000000007,0.0,0.5,22.62842724443012
25,0.9186046511627914,0.07500000000000007,0.0,0.6666666666666666,22.09470382158912
26,0.9069767441860463,0.07500000000000007,0.0,0.8333333333333333,21.4157830215479
27,0.895348837209303,0.07500000000000007,0.0,1.0,20.680020138963023
28,0.9534883720930232,0.09999999999999998,0.0,0.0,22.71022915509475
29,0.9418604651162799,0.09999999999999998,0.0,0.16666666666666666,22.930405387209568
30,0.9302325581395348,0.09999999999999998,0.0,0.33333333333333326,22.87894642791796
31,0.9186046511627914,0.09999999999999998,0.0,0.5,22.561916188988484
32,0.9069767441860463,0.09999999999999998,0.0,0.6666666666666666,22.026358870342147
33,0.895348837209303,0.09999999999999998,0.0,0.8333333333333333,21.348853381433575
34,0.8837209302325579,0.09999999999999998,0.0,1.0,20.617591788402926
35,0.9418604651162799,0.125,0.0,0.0,22.65067973837247
36,0.9302325581395348,0.125,0.0,0.16666666666666666,22.861639526928446
37,0.9186046511627914,0.125,0.0,0.33333333333333326,22.802960139247222
38,0.9069767441860463,0.125,0.0,0.5,22.481645263430966
39,0.895348837209303,0.125,0.0,0.6666666666666666,21.945359056764264
40,0.8837209302325579,0.125,0.0,0.8333333333333333,21.270832959311594
41,0.8720930232558128,0.125,0.0,1.0,20.54589806453062
42,0.9302325581395348,0.15000000000000002,0.0,0.0,22.577842928067106
43,0.9186046511627914,0.15000000000000002,0.0,0.16666666666666666,22.778750095668617
44,0.9069767441860463,0.15000000000000002,0.0,0.33333333333333326,22.71268024423319
45,0.895348837209303,0.15000000000000002,0.0,0.5,22.38759846504454
46,0.8837209302325579,0.15000000000000002,0.0,0.6666666666666666,21.85171252942269
47,0.8720930232558128,0.15000000000000002,0.0,0.8333333333333333,21.181750527544736
48,0.8604651162790695,0.15000000000000002,0.0,1.0,20.464982422742658
49,0.9186046511627914,0.17499999999999993,0.0,0.0,22.491711638036655
50,0.9069767441860463,0.17499999999999993,0.0,0.16666666666666666,22.681749667854685
51,0.895348837209303,0.17499999999999993,0.0,0.33333333333333326,22.608141751466533
52,0.8837209302325579,0.17499999999999993,0.0,0.5,22.279832982442667
53,0.8720930232558128,0.17499999999999993,0.0,0.6666666666666666,21.745495215319274
54,0.8604651162790695,0.17499999999999993,0.0,0.8333333333333333,21.08169471472177
55,0.8488372093023244,0.17499999999999993,0.0,1.0,20.374938742257203
56,0.9069767441860463,0.19999999999999996,0.0,0.0,22.39234958597602
57,0.895348837209303,0.19999999999999996,0.0,0.16666666666666666,22.570726396481945
58,0.8837209302325579,0.19999999999999996,0.0,0.33333333333333326,22.48945654340003
59,0.8720930232558128,0.19999999999999996,0.0,0.5,22.158480527657442
60,0.8604651162790695,0.19999999999999996,0.0,0.6666666666666666,21.62685191404069
