,Sn,Bi,In,Ti,Y
0,1.0,0.0,0.0,0.0,62.66248511773958
1,0.9883720930232549,0.0,0.0,0.16666666666666666,62.169546305748696
2,0.9767441860465116,0.0,0.0,0.33333333333333337,62.29062020816895
3,0.9651162790697665,0.0,0.0,0.5,63.02056084169371
4,0.9534883720930232,0.0,0.0,0.6666666666666666,64.29719613195968
5,0.9418604651162799,0.0,0.0,0.8333333333333333,66.01000135009707
6,0.9302325581395348,0.0,0.0,1.0,68.01580805269374
7,0.9883720930232567,0.025000000000000022,0.0,0.0,62.69363821513407
8,0.9767441860465116,0.025000000000000022,0.0,0.16666666666666666,62.22568363190396
9,0.9651162790697683,0.025000000000000022,0.0,0.33333333333333337,62.37306462846345
10,0.9534883720930232,0.025000000000000022,0.0,0.5,63.12852949269654
11,0.9418604651162799,0.025000000000000022,0.0,0.6666666666666666,64.42773245147745
12,0.9302325581395365,0.025000000000000022,0.0,0.8333333333333333,66.15821022860472
13,0.9186046511627914,0.025000000000000022,0.0,1.0,68.17536416658167
14,0.9767441860465116,0.04999999999999999,0.0,0.0,62.75760100150638
15,0.9651162790697665,0.04999999999999999,0.0,0.16666666666666666,62.31645851546427
16,0.9534883720930232,0.04999999999999999,0.0,0.33333333333333337,62.49101683423521
17,0.9418604651162781,0.04999999999999999,0.0,0.5,63.27184601360308
18,0.9302325581395348,0.04999999999999999,0.0,0.6666666666666666,64.59244239576871
19,0.9186046511627914,0.04999999999999999,0.0,0.8333333333333333,66.33850572040507
20,0.9069767441860463,0.04999999999999999,0.0,1.0,68.36418001181235
21,0.9651162790697683,0.07500000000000001,0.0,0.0,62.85495831565291
22,0.9534883720930232,0.07500000000000001,0.0,0.16666666666666666,62.44243699306922
23,0.9418604651162799,0.07500000000000001,0.0,0.33333333333333337,62.64500343737138
24,0.9302325581395348,0.07500000000000001,0.0,0.5,63.45098023141996
25,0.9186046511627914,0.07500000000000001,0.0,0.6666666666666666,64.79172656039766
26,0.9069767441860481,0.07500000000000001,0.0,0.8333333333333333,66.55121260978319
27,0.895348837209303,0.07500000000000001,0.0,1.0,68.58250398756759
28,0.9534883720930232,0.09999999999999998,0.0,0.0,62.98618790103659
29,0.9418604651162781,0.09999999999999998,0.0,0.16666666666666666,62.60407123177229
30,0.9302325581395348,0.09999999999999998,0.0,0.33333333333333337,62.83543347639229
31,0.9186046511627897,0.09999999999999998,0.0,0.5,63.666284070481524
32,0.9069767441860463,0.09999999999999998,0.0,0.6666666666666666,65.02587070065347
33,0.895348837209303,0.09999999999999998,0.0,0.8333333333333333,66.79654702468073
34,0.8837209302325562,0.09999999999999998,0.0,1.0,68.83048462376274
35,0.9418604651162799,0.125,0.0,0.0,63.15165589275004
