,Sn,Bi,In,Ti,Y
0,1.0,0.0,0.0,0.0,22.876471879140475
1,0.9883720930232549,0.0,0.0,0.16666666666666666,23.14587932283589
2,0.9767441860465116,0.0,0.0,0.33333333333333337,23.13016094279445
3,0.9651162790697665,0.0,0.0,0.5,22.830101259297138
4,0.9534883720930232,0.0,0.0,0.6666666666666666,22.290953954960365
5,0.9418604651162799,0.0,0.0,0.8333333333333333,21.59124971997696
6,0.9302325581395348,0.0,0.0,1.0,20.82408323903517
7,0.9883720930232567,0.025000000000000022,0.0,0.0,22.87121230495941
8,0.9767441860465116,0.025000000000000022,0.0,0.16666666666666666,23.13523283300711
9,0.9651162790697683,0.025000000000000022,0.0,0.33333333333333337,23.113383459004538
10,0.9534883720930232,0.025000000000000022,0.0,0.5,22.807255866898544
11,0.9418604651162799,0.025000000000000022,0.0,0.6666666666666666,22.26300713123712
12,0.9302325581395365,0.025000000000000022,0.0,0.8333333333333333,21.559946673252163
13,0.9186046511627914,0.025000000000000022,0.0,1.0,20.791630017310077
14,0.9767441860465116,0.04999999999999999,0.0,0.0,22.853014350954986
15,0.9651162790697665,0.04999999999999999,0.0,0.16666666666666666,23.11073870950096
16,0.9534883720930232,0.04999999999999999,0.0,0.33333333333333337,23.082504367178707
17,0.9418604651162781,0.04999999999999999,0.0,0.5,22.770744642716874
18,0.9302325581395348,0.04999999999999999,0.0,0.6666666666666666,22.222454695364558
19,0.9186046511627914,0.04999999999999999,0.0,0.8333333333333333,21.517573617750465
20,0.9069767441860463,0.04999999999999999,0.0,1.0,20.749919292726034
21,0.9651162790697683,0.07500000000000001,0.0,0.0,22.821588451759652
22,0.9534883720930232,0.07500000000000001,0.0,0.16666666666666666,23.072106228546648
23,0.9418604651162799,0.07500000000000001,0.0,0.33333333333333337,23.03724881238891
24,0.9302325581395348,0.07500000000000001,0.0,0.5,22.72032343748078
25,0.9186046511627914,0.07500000000000001,0.0,0.6666666666666666,22.169093509287585
26,0.9069767441860481,0.07500000000000001,0.0,0.8333333333333333,21.463972956629
27,0.895348837209303,0.07500000000000001,0.0,1.0,20.698837851570794
28,0.9534883720930232,0.09999999999999998,0.0,0.0,22.776708906509864
29,0.9418604651162781,0.09999999999999998,0.0,0.16666666666666666,23.01911342986201
